λ,Φ,ΔΦ,species
306.0,0.82,NaN,O(1D)
307.0,0.83,NaN,O(1D)
308.0,0.76,NaN,O(1D)
309.0,0.62,NaN,O(1D)
310.0,0.4,NaN,O(1D)
311.0,0.28,NaN,O(1D)
312.0,0.22,NaN,O(1D)
313.0,0.16,NaN,O(1D)
313.5,0.18,NaN,O(1D)
314.0,0.13,NaN,O(1D)
315.0,0.13,NaN,O(1D)
315.5,0.12,NaN,O(1D)
316.0,0.12,NaN,O(1D)
317.0,0.12,NaN,O(1D)
317.6,0.1,NaN,O(1D)
318.0,0.11,NaN,O(1D)
319.0,0.11,NaN,O(1D)
319.5,0.09,NaN,O(1D)
320.0,0.08,NaN,O(1D)
321.0,0.08,NaN,O(1D)
322.0,0.07,NaN,O(1D)
322.7,0.07,NaN,O(1D)
323.0,0.06,NaN,O(1D)
324.0,0.06,NaN,O(1D)
324.5,0.06,NaN,O(1D)
325.0,0.08,NaN,O(1D)
325.5,0.08,NaN,O(1D)
326.0,0.08,NaN,O(1D)
306.0,0.82,NaN,O2
307.0,0.83,NaN,O2
308.0,0.76,NaN,O2
309.0,0.62,NaN,O2
310.0,0.4,NaN,O2
311.0,0.28,NaN,O2
312.0,0.22,NaN,O2
313.0,0.16,NaN,O2
313.5,0.18,NaN,O2
314.0,0.13,NaN,O2
315.0,0.13,NaN,O2
315.5,0.12,NaN,O2
316.0,0.12,NaN,O2
317.0,0.12,NaN,O2
317.6,0.1,NaN,O2
318.0,0.11,NaN,O2
319.0,0.11,NaN,O2
319.5,0.09,NaN,O2
320.0,0.08,NaN,O2
321.0,0.08,NaN,O2
322.0,0.07,NaN,O2
322.7,0.07,NaN,O2
323.0,0.06,NaN,O2
324.0,0.06,NaN,O2
324.5,0.06,NaN,O2
325.0,0.08,NaN,O2
325.5,0.08,NaN,O2
326.0,0.08,NaN,O2
