 int. wave (nm)     cross-section       phi
    1     121.5        1.3667E-17    0.0500
    2     116.7        1.5286E-17    0.0500
    3     117.3        1.4857E-17    0.0500
    4     117.9        1.4429E-17    0.0500
    5     118.7        1.3857E-17    0.0500
    6     119.4        1.3357E-17    0.0500
    7     120.2        1.3333E-17    0.0500
    8     120.8        1.4000E-17    0.0500
    9     121.6        1.3619E-17    0.0500
   10     122.3        1.3286E-17    0.0500
   11     123.1        1.3074E-17    0.0500
   12     123.8        1.3333E-17    0.0500
   13     124.6        1.3630E-17    0.0500
   14     125.4        1.3926E-17    0.0500
   15     126.2        1.4000E-17    0.0500
   16     127.0        1.4056E-17    0.0500
   17     127.8        1.4500E-17    0.0500
   18     128.6        1.4944E-17    0.0500
   19     129.4        1.4125E-17    0.0500
   20     130.3        1.3000E-17    0.0500
   21     131.1        1.2000E-17    0.0500
   22     132.0        1.0875E-17    0.0500
   23     132.9        9.7500E-18    0.0500
   24     133.8        8.6250E-18    0.0500
   25     134.6        7.6250E-18    0.0500
   26     135.6        6.8077E-18    0.0500
   27     136.5        6.3750E-18    0.0500
   28     137.4        5.2857E-18    0.0500
   29     138.4        4.0952E-18    0.0500
   30     139.9        3.3000E-18    0.0500
   31     141.8        3.2000E-18    0.0500
   32     143.9        4.0667E-18    0.0500
   33     145.9        6.8750E-18    0.0500
   34     148.1        1.1278E-17    0.0500
   35     150.4        1.0095E-17    0.0500
   36     152.6        3.7308E-18    0.0500
   37     155.0        5.1176E-18    0.0500
   38     157.4        7.2000E-18    0.0500
   39     160.0        7.6875E-18    0.0500
   40     162.6        1.7750E-18    0.0500
   41     165.3        5.7500E-19    0.0500
   42     168.1        3.7500E-19    0.0500
   43     170.9        4.2373E-19    0.0500
   44     173.1        4.6102E-19    0.0500
   45     174.6        4.8644E-19    0.0500
   46     176.2        5.1250E-19    0.0500
   47     177.8        5.3750E-19    0.0500
   48     179.4        5.6250E-19    0.0500
   49     181.0        5.8750E-19    0.0500
   50     182.7        6.0000E-19    0.0500
   51     184.3        6.0000E-19    0.0500
   52     186.1        5.6197E-19    0.0500
   53     187.8        4.9014E-19    0.0500
   54     189.6        4.1408E-19    0.0500
   55     191.4        3.3803E-19    0.0500
   56     193.2        2.7078E-19    0.0500
   57     195.1        2.0909E-19    0.0500
   58     197.0        1.4740E-19    0.0500
   59     199.0        8.2468E-20    0.0500
   60     201.0        4.0585E-20    0.0500
   61     203.1        2.0813E-20    0.0500
   62     205.1        1.9830E-21    0.0500
   63     207.3        1.9636E-21    0.0491
   64     209.4        1.9253E-21    0.0481
